0.60;1.10;0.90;1.40
1.10;0.90;1.40;1.50
0.90;1.40;1.50;1.00
1.40;1.50;1.00;1.60
1.50;1.00;1.60;1.60
1.00;1.60;1.60;2.60
1.60;1.60;2.60;1.50
1.60;2.60;1.50;1.60
2.60;1.50;1.60;1.40
1.50;1.60;1.40;1.90
1.60;1.40;1.90;2.40
1.40;1.90;2.40;2.30
